是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
1,1,-1,-1,-1,-1,-1,7,-1,1,-1,3,4,-1,6,-1,6,5,0,0,0.0,1,0.0,0.0,155,0,80.0,155,59.0,96,0.0,12436433,0,0
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,1,23,1,0,0.0,1,0.0,0.0,339,0,122.0,339,112.1,423,0.0,4921442,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,0,0,42.36,1,10.0,0.0,144,0,18.0,144,13.8,41,0.0,7548867,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,1,0,0.0,1,0.0,0.0,214,0,45.0,214,40.15,92,0.0,8016389,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,3,0,0.0,1,0.0,0.0,676,0,104.65,676,98.0,73,0.0,21223760,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,0,2,0,0.0,1,0.0,0.0,269,0,31.0,269,40.0,339,0.0,22428661,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,14,0,0.0,1,0.0,0.0,241,0,90.0,241,90.0,156,0.0,6164560,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,22,1,0,0.0,1,0.0,0.0,275,0,71.0,275,62.3,307,0.0,858630,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,13,0,0,0.0,1,0.0,0.0,150,0,58.1,150,58.0,161,0.0,9097697,0,0
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,7,0,0,0,0.0,1,0.0,0.0,528,0,21.0,528,21.0,250,0.0,19381833,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,9,0,0,10.27,1,17.0,0.0,149,0,45.0,149,45.0,27,0.0,32845561,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,1,0,0.0,1,0.0,0.0,467,0,26.0,467,29.27,368,0.0,2434247,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,118,17,0,0,0.0,1,0.0,0.0,468,0,38.16,468,17.28,53,0.0,3446353,0,0
1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,4,1,2,0,92.28,1,3.0,0.0,3195,0,40.0,3195,40.0,2769,0.0,23710561,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,1,0,0,0.0,1,0.0,0.0,143,0,34.0,143,34.1,126,0.0,20446041,0,1
1,1,2,-1,-1,-1,-1,-1,98,-1,2,3,4,-1,6,-1,30,0,0,0,0.0,1,0.0,0.0,248,0,58.0,248,58.3,343,0.0,8442280,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,2,75,9,0,0.0,1,0.0,0.0,1236,0,19.0,1236,18.0,1583,0.0,3335380,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,0,0.0,1,0.0,0.0,214,0,130.0,214,130.0,238,0.0,5099770,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,19,1,0,0.0,1,0.0,0.0,410,0,95.0,410,95.0,223,0.0,21455747,0,0
1,1,2,-1,4,5,-1,7,-1,1,-1,-1,4,-1,-1,-1,8,9,19,0,218.91,1,5.0,0.0,1701,0,353.0,1701,338.0,1490,0.0,115672025,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,171,3,3,0,0.0,1,0.0,0.0,343,0,168.0,343,145.0,338,0.0,13821265,0,1
1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,14,0,0,0.0,1,0.0,0.0,390,0,18.1,390,18.0,142,0.0,118130,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,22,0,0,0.0,1,0.0,0.0,362,0,53.06,362,57.15,453,0.0,13513486,0,0
1,-1,2,-1,-1,5,-1,-1,-1,1,2,-1,4,5,6,-1,43,22,1,0,0.0,1,0.0,0.0,1064,0,109.2,1064,109.0,173,0.0,9556287,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,17,8,0,0.0,1,0.0,0.0,444,0,107.0,444,107.0,296,0.0,3151146,0,1
1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,8,8,0,0,130.42,1,37.12,0.0,565,0,61.64,565,15.0,136,0.0,4954522,0,0
1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,-1,-1,8,0,1,0,0.0,1,0.0,0.0,198,0,56.0,198,56.0,99,0.0,20118321,722,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,29,0,0,0.0,1,0.0,0.0,288,0,92.82,288,78.0,64,0.0002,20791184,3184,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,5,7,0,0,0.0,1,0.0,0.0,354,0,99.27,354,73.0,179,0.0,4688363,0,1
1,-1,2,-1,-1,5,-1,7,-1,-1,-1,3,4,-1,6,-1,69,7,11,0,0.0,1,0.0,0.0,1610,0,298.0,1610,288.0,874,0.0,28904867,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,10.79,1,13.0,0.0,135,0,54.94,135,26.0,0,0.0,63410,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,3,1,0,0.0,1,0.0,0.0,146,0,19.0,146,19.0,81,0.0,899002,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,52,2,0,0.0,1,0.0,0.0,414,0,62.2,414,62.0,334,0.0,11092606,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,7,1,0,0,167.97,1,30.0,0.0,124,0,72.9,124,38.0,92,0.0,46349558,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110,0,3,0,0.0,1,0.0,0.0,602,0,138.0,602,141.45,530,0.0,20194867,0,1
1,1,-1,-1,4,-1,6,-1,-1,1,2,-1,-1,-1,-1,-1,0,12,1,0,0.0,1,0.0,0.0,225,0,41.4,225,38.29,177,0.0,26086162,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,487,0,53.0,487,53.0,248,0.0,10162022,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,18,0,0,0.0,1,0.0,0.0,506,0,60.0,506,60.0,248,0.0,15831658,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,0,0,0.0,1,0.0,0.0,379,0,85.0,379,80.0,204,0.0,72972310,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,5,10,1,0,0.0,1,0.0,0.0,205,0,15.3,205,15.25,181,0.0,52654,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,2,0,0.0,1,0.0,0.0,212,0,29.1,212,17.08,183,0.0,19231838,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,51,5,0,0.0,1,0.0,0.0,1268,0,120.0,1268,120.0,732,0.0,46088380,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,16,1,0,0.0,1,0.0,0.0,266,0,50.0,266,50.0,78,0.0,14308510,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,20,0,0,0.0,1,0.0,0.0,451,0,78.0,451,19.0,270,0.0,4492114,0,1
1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,6,-1,9,11,1,0,0.0,1,0.0,0.0,141,0,39.0,141,38.7,70,0.0,5425684,2,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,4,0,0,0.0,1,0.0,0.0,156,0,75.0,156,75.0,119,0.0,25703627,0,0
1,1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,6,-1,4,22,1,0,0.0,1,0.0,0.0,220,0,58.1,220,58.0,167,0.0,4277767,0,0
1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,2,9,1,0,0.0,1,0.0,0.0,583,0,122.0,583,125.4,485,0.0,1146092,0,0
1,-1,2,-1,-1,5,6,7,-1,-1,2,3,4,-1,6,-1,3,0,3,0,0.0,1,0.0,0.0,267,0,104.0,267,104.0,50,0.0,23018490,0,1
1,1,2,3,4,-1,6,7,-1,1,2,-1,4,-1,6,-1,0,1,0,0,0.0,1,0.0,0.0,190,0,68.0,190,68.0,104,0.0,661837,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,37,4,1,0,0.0,1,0.0,0.0,185,0,58.95,185,64.27,65,0.0,5004837,0,0
1,1,-1,-1,-1,-1,6,7,-1,-1,-1,3,4,-1,6,-1,9,0,1,0,0.0,1,0.0,0.0,1457,0,148.0,1457,148.0,784,0.0,1923188,0,1
1,1,2,3,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,26,22,10,0,0.0,1,0.0,0.0,387,0,21.0,387,21.0,469,0.0,18915084,0,0
1,1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,4,-1,6,-1,1,1,0,1,0.0,1,0.0,0.0,174,0,17.25,174,9.74,78,0.0,2735037,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,43,8,0,0.0,1,0.0,0.0,1498,0,128.0,1498,128.0,1097,0.0,48750790,0,0
1,1,-1,-1,-1,-1,6,-1,-1,1,-1,-1,4,-1,6,-1,6,10,1,0,0.0,1,0.0,0.0,140,0,10.0,140,10.0,316,0.0,797704,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,19,0,0,0.0,1,0.0,0.0,970,0,173.0,970,173.0,773,0.0,10934209,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,2,21,2,0,0.0,1,0.0,0.0,212,0,24.6,212,28.6,196,0.0,3500026,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,0,0.0,0.0,198,0,8.0,198,8.0,88,0.0,762,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4,87,8,0,0.0,1,0.0,0.0,2232,0,115.85,2232,66.0,712,0.0,10014517,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,41,3,0,0.0,1,0.0,0.0,1403,0,213.1,1403,212.0,860,0.0,52675239,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,6,-1,7,21,1,0,0.0,1,0.0,0.0,956,0,145.0,956,145.0,272,0.0,28883121,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,30,4,0,0.0,1,0.0,0.0,947,0,155.0,947,139.0,594,0.0,42735086,0,1
1,-1,2,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,38,6,5,0,0.0,1,0.0,0.0,849,0,393.59,849,64.82,186,0.0,5737512,0,1
1,1,-1,-1,-1,-1,-1,7,-1,1,2,3,4,-1,6,-1,19,17,1,0,0.0,1,0.0,0.0,462,0,27.0,462,27.0,227,0.0,5841653,0,0
1,-1,-1,-1,-1,5,-1,7,-1,1,-1,-1,-1,-1,-1,-1,1,16,0,0,0.0,1,0.0,0.0,443,0,97.1,443,97.1,131,0.0,4242426,0,0
1,-1,-1,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,6,-1,1,6,0,0,139.45,1,30.0,0.0,337,0,125.0,337,114.85,238,0.0,25398138,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,0,0,0.0,1,0.0,0.0,462,0,39.2,462,45.0,264,0.0,849177,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,22,3,0,0.0,1,0.0,0.0,2498,0,42.0,2498,45.0,515,0.0,34092839,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,445,0,266.1,445,205.9,382,0.0,13923799,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,2,9,0,0.0,1,0.0,0.0,116,0,36.0,116,41.1,266,0.0,15112612,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,16,2,0,0.0,1,0.0,0.0,349,0,120.0,349,120.5,186,0.0,4518798,0,0
1,-1,-1,-1,4,-1,-1,7,-1,1,-1,-1,4,-1,6,-1,0,16,0,0,0.0,1,0.0,0.0,224,0,0.0,224,1.0,116,0.0,1042649,0,0
1,-1,-1,-1,-1,5,6,7,98,1,-1,-1,-1,-1,-1,-1,1,20,1,0,0.0,1,0.0,0.0,307,0,135.5,307,105.9,328,0.0,21665534,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,23,3,0,0.0,1,0.0,0.0,2121,0,100.0,2121,94.0,1644,0.0,29188956,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,299,0,39.0,299,39.0,154,0.0,24473784,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,0,0.0,1,0.0,0.0,142,0,10.4,142,10.0,0,0.0,381275,0,0
1,1,2,3,-1,-1,-1,-1,-1,1,-1,3,4,-1,6,-1,2,1,0,0,0.0,1,0.0,0.0,164,0,22.4,164,21.0,79,0.0,54845189,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,5,0,0,0,0.0,1,0.0,0.0,437,0,25.0,437,25.0,76,0.0,1191730,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,4,0,0,0.0,1,0.0,0.0,454,0,208.2,454,189.8,312,0.0,28559155,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,4,2,0,0.0,1,0.0,0.0,187,0,33.0,187,100.98,107,0.0,3893801,0,1
1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,6,5,0,0,0.0,1,0.0,0.0,881,0,40.0,881,18.3,673,0.0,3124563,0,0
1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,3,4,-1,6,-1,86,0,0,0,0.0,1,0.0,0.0,1799,0,100.19,1799,100.0,109,0.0,1917233,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,36,19,0,0,0.0,1,0.0,0.0,403,0,128.0,403,128.0,200,0.0,49452275,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,56,6,4,0,7126.84,1,82.0,0.0,260,0,109.3,260,80.0,222,0.0,113398160,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,1,0,0.0,1,0.0,0.0,163,0,50.0,163,50.0,15,0.0,2922852,0,1
1,1,2,-1,-1,5,-1,-1,-1,1,2,3,4,-1,6,-1,17,15,2,0,0.0,1,0.0,0.0,201,0,15.5,201,60.0,88,0.0,9394316,0,0
1,-1,2,-1,-1,5,-1,7,-1,1,2,3,4,5,-1,-1,24,23,5,0,191.5,1,47.83,0.0,820,0,122.77,820,128.4,443,0.0,5399833,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,2,3,0,0.0,1,0.0,0.0,212,0,94.2,212,94.2,146,0.0,11951240,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,2,0,0.0,1,0.0,0.0,421,0,138.0,421,138.1,485,0.0,19138030,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,1,0,0.0,1,0.0,0.0,187,0,60.0,187,60.0,352,0.0,40485580,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,6,23,4,0,7.05,1,0.58,0.0,305,0,48.58,305,48.0,193,0.0,23292466,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,119,0,21.0,119,21.0,98,0.0,30549762,0,0
1,-1,-1,-1,-1,-1,-1,-1,98,-1,2,3,4,-1,-1,-1,63,81,14,0,0.0,1,0.0,0.0,3281,0,10.0,3281,10.0,1110,0.0,35209962,0,1
1,1,2,-1,-1,-1,6,-1,-1,-1,2,3,-1,-1,6,-1,12,23,1,0,0.0,1,0.0,0.0,260,0,101.89,260,101.89,195,0.0,45081757,0,0
1,-1,2,-1,-1,-1,-1,-1,98,-1,2,-1,-1,-1,6,-1,6,8,5,0,0.0,1,0.0,0.0,795,0,38.0,795,38.0,265,0.0,11515212,0,1
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,35,0,0,0,0.0,1,0.0,0.0,286,0,89.0,286,89.0,410,0.0,27618173,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,7,1,0,0.0,1,0.0,0.0,294,0,53.1,294,48.15,223,0.0,13082007,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,17,0,0,36.78,1,10.0,0.0,2289,0,100.0,2289,100.0,1575,0.0,24478952,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,14,0,0,0.0,1,0.0,0.0,414,0,11.24,414,11.36,144,0.0,132112,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,26,4,1,0.0,1,0.0,0.0,827,0,100.0,827,100.0,1108,0.0,2509515,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20,2,1,45.0,1,10.0,0.0,252,0,27.32,252,27.2,850,0.0,4638605,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,43,14,0,0.0,1,0.0,0.0,1371,0,234.25,1371,138.4,981,0.0,11556167,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,29,1,0,0.0,1,0.0,0.0,521,0,131.0,521,169.4,279,0.0,18726320,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,5,0,0,0.0,1,0.0,0.0,228,0,58.0,228,58.0,246,0.0,39100945,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,18,2,0,0.0,1,0.0,0.0,170,0,41.9,170,38.6,148,0.0,500995,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,0,1,0.0,1,0.0,0.0,251,0,70.0,251,70.0,354,0.0,6103805,0,0
1,1,-1,-1,4,5,6,-1,-1,-1,2,3,4,-1,6,-1,2,4,0,0,0.0,1,0.0,0.0,157,0,29.0,157,45.1,145,0.0,20045093,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,12,8,0,0.0,1,0.0,0.0,359,0,61.2,359,65.0,143,0.0,15969990,0,0
1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,4,-1,-1,-1,15,5,0,0,0.0,1,0.0,0.0,114,0,69.0,114,69.0,145,0.0,34608338,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,13,0,0,0.0,1,0.0,0.0,127,0,45.0,127,39.0,102,0.0,9243005,0,0
1,-1,-1,-1,-1,-1,6,-1,-1,1,-1,-1,-1,-1,-1,-1,9,40,4,0,0.0,1,0.0,0.0,726,0,66.08,726,60.0,227,0.0,28364531,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,12,0,0,0.0,1,0.0,0.0,257,0,89.0,257,89.2,417,0.0,6993814,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,0,0,0.0,1,0.0,0.0,222,0,10.0,222,6.9,115,0.0,1312139,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0.0,1,0.0,0.0,179,0,34.0,179,34.0,108,0.0,1986185,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,4,-1,-1,-1,9,30,1,0,0.0,1,0.0,0.0,313,0,67.38,313,36.2,132,0.0,27980728,0,0
1,1,-1,-1,-1,5,-1,-1,-1,-1,2,3,-1,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,408,0,313.0,408,313.0,302,0.0,13372445,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0.0,1,0.0,0.0,263,0,21.0,263,21.0,68,0.0,168548,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,19,0,0,5333.78,1,60.0,0.0,344,0,224.0,344,194.4,462,0.0,27695325,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,135,0,26.0,135,26.0,53,0.0,187828,0,0
1,1,2,-1,4,5,6,7,-1,1,2,-1,4,5,6,-1,53,61,5,0,0.0,1,0.0,0.0,1066,0,85.0,1066,85.0,455,0.0,10230587,0,0
1,1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,-1,-1,0,113,7,1,0.0,1,0.0,0.0,1130,0,118.0,1130,110.8,980,0.0,15564930,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0.0,1,0.0,0.0,163,0,21.0,163,21.0,51,0.0,14444674,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0.0,1,0.0,0.0,425,0,128.0,425,128.0,253,0.0,21790368,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,44,7,0,0.0,1,0.0,0.0,895,0,94.0,895,94.0,572,0.0,55405045,1915,0
1,1,2,-1,-1,5,6,7,-1,1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,194,0,8.0,194,23.0,144,0.0,4338983,0,1
1,-1,-1,-1,-1,5,-1,7,-1,-1,2,-1,-1,-1,-1,-1,1,15,1,0,0.0,1,0.0,0.0,352,0,198.0,352,158.33,302,0.0,17876256,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,1,0.0,1,0.0,0.0,212,0,126.0,212,99.0,70,0.0,2532102,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,6,-1,1,3,0,0,0.0,1,0.0,0.0,148,0,149.6,148,149.6,217,0.0,2773028,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,3,10,0,0.0,1,0.0,0.0,4908,0,85.0,4908,85.0,2822,0.0,2454460,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,35,7,0,0.0,1,0.0,0.0,590,0,70.0,590,70.0,296,0.0,1932916,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,3,0,0.0,1,0.0,0.0,698,0,211.1,698,211.0,106,0.0,1085656,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,30,0,0,0.0,1,0.0,0.0,221,0,53.0,221,53.0,233,0.0,9080796,0,0
1,1,-1,-1,4,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,7,15,5,0,0.0,1,0.0,0.0,376,0,51.3,376,50.0,38,0.0,9354604,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,1,0,0.0,1,0.0,0.0,406,0,69.0,406,68.0,178,0.0,7973725,37,0
1,1,-1,-1,4,5,-1,-1,-1,1,2,-1,4,-1,-1,-1,41,8,1,0,0.0,1,0.0,0.0,281,0,121.0,281,105.0,173,0.0,18351822,0,0
1,-1,-1,-1,4,-1,-1,-1,98,-1,-1,-1,4,-1,-1,-1,5,5,0,0,0.0,1,0.0,0.0,163,0,33.0,163,33.0,123,0.0,5111670,0,0
1,-1,2,-1,4,-1,6,-1,-1,1,-1,3,-1,5,-1,-1,36,9,0,0,0.0,1,0.0,0.0,260,0,21.0,260,21.0,286,0.0,24153578,0,0
1,1,-1,-1,-1,5,-1,7,-1,1,-1,3,4,-1,-1,-1,0,5,1,0,0.0,1,0.0,0.2175,1724,375,79.3,1724,79.3,936,0.2039,73853381,15061614,0
1,1,2,-1,4,5,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,6,24,1,1,0.0,1,0.0,0.0,208,0,10.0,208,10.0,564,0.0,1810813,0,0
1,1,-1,-1,-1,5,-1,7,-1,-1,-1,-1,4,-1,-1,-1,0,26,2,0,0.0,1,0.0,0.0,861,0,68.0,861,78.0,469,0.0,18489669,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,0,0,0,37.5,1,10.0,0.0,220,0,70.3,220,55.0,201,0.0,15157526,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,185,0,56.0,185,56.2,258,0.0,28335473,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,39,11,1,0,0.0,1,0.0,0.0,305,0,59.3,305,59.0,168,0.0,8936117,0,0
